begintime,sk_object,duration,integrity,M8022C0,M8022C1
2022-03-11 16:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 04:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-11 13:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-11 18:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-12 13:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-11 01:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-12 06:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-11 11:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-11 06:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-12 14:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-11 23:00:00,20551.0,60.0,100.0,1.0,0.0
2022-03-12 13:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-11 04:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 07:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-12 06:00:00,20551.0,60.0,100.0,2.0,1.0
2022-03-13 14:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-12 12:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-12 17:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-12 06:00:00,20557.0,60.0,100.0,1.0,0.0
2022-03-11 23:00:00,20546.0,60.0,100.0,1.0,0.0
2022-03-12 14:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-12 18:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-11 01:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-12 15:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 10:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 06:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-11 00:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-13 03:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-11 08:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-11 12:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-13 10:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-12 07:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-12 00:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-11 21:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-11 08:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-11 00:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-12 02:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-12 08:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-13 07:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-12 20:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-12 14:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-11 13:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-13 13:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-11 02:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-12 17:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 15:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-13 06:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 21:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-11 11:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-12 20:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-12 00:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-13 12:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-12 15:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-11 21:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-12 19:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-13 01:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-11 18:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-11 13:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-13 12:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-12 07:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-11 22:00:00,20560.0,60.0,100.0,1.0,0.0
2022-03-12 02:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-12 11:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-13 12:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-12 04:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-12 15:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-11 07:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 01:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-12 14:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-13 10:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-13 02:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-12 20:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-11 00:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-12 08:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-13 12:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-11 06:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-11 12:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-13 03:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-11 19:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 09:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-13 14:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-12 21:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-11 00:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-11 18:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-11 02:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-12 13:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-12 19:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-11 00:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-11 18:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-12 10:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-13 03:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-11 08:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-13 00:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-13 13:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-12 12:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-13 08:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-11 08:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-11 16:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-12 07:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-12 11:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-13 10:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 08:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-12 01:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-11 16:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-13 00:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-12 11:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-12 22:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 01:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-11 18:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-11 02:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-12 20:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-11 16:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-12 18:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 14:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-13 02:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-13 06:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-11 22:00:00,20546.0,60.0,100.0,1.0,0.0
2022-03-13 13:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-12 16:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-12 01:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-11 14:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-11 05:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-13 06:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-12 15:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-12 12:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-13 03:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-12 13:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-13 12:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-13 05:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-11 08:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-13 11:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-12 19:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 15:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-12 06:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-11 06:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-11 20:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-13 08:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-12 20:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-12 09:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-11 13:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-11 23:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-11 15:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 14:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-12 22:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-12 17:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-12 04:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-13 07:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-11 15:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-12 18:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-12 18:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-11 00:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 15:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-13 02:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-13 07:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-13 07:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-13 07:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-11 21:00:00,20560.0,60.0,100.0,1.0,0.0
2022-03-12 00:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-12 14:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-12 21:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-11 03:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-12 11:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-13 08:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-12 04:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-11 11:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-12 09:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 13:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-11 12:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-13 11:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-12 22:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-13 14:00:00,20547.0,60.0,100.0,1.0,0.0
2022-03-12 01:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-11 11:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-12 04:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-11 13:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-11 05:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-13 08:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-12 22:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-12 19:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-12 12:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-11 19:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-11 02:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-11 14:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-12 08:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-13 11:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-13 13:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-13 07:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 04:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-11 13:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-12 22:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-11 02:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 12:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-13 02:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-12 10:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-13 06:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-11 13:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-12 23:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-12 10:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-12 01:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-11 05:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-13 06:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-11 02:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-13 11:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-11 05:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-11 07:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-12 17:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-13 07:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-11 22:00:00,20557.0,60.0,100.0,1.0,0.0
2022-03-11 03:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-12 10:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-12 16:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-12 22:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-13 08:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-13 03:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-13 02:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-11 08:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-11 00:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-11 21:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-12 21:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-13 06:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-11 04:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-12 14:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-11 06:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-12 16:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-12 18:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-12 16:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-13 08:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-12 15:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 15:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-11 06:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-12 19:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-11 14:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-12 05:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-12 17:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-12 06:00:00,20549.0,60.0,100.0,2.0,1.0
2022-03-11 04:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-13 01:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-12 04:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-13 04:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-12 06:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-11 11:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-11 10:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-13 06:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-12 06:00:00,20546.0,60.0,100.0,1.0,0.0
2022-03-11 05:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-13 11:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-13 02:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-12 10:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-12 02:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-13 02:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-13 00:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-11 21:00:00,20551.0,60.0,100.0,1.0,0.0
2022-03-11 04:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-11 19:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 13:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-12 02:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-13 07:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-11 16:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-13 12:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-13 10:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-11 08:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-11 04:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-11 08:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-11 15:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-11 02:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-11 18:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-12 20:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-11 15:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 03:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-11 00:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-11 02:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-11 10:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-12 17:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 02:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 22:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-13 02:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-11 03:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 17:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-13 10:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 11:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-11 17:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 12:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-13 10:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-12 05:00:00,20556.0,22.0,36.666666666666664,0.0,0.0
2022-03-13 02:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 06:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-13 14:00:00,20557.0,60.0,100.0,1.0,0.0
2022-03-13 10:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-11 19:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-12 16:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-13 05:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-13 12:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-12 04:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-11 17:00:00,20550.0,60.0,100.0,2.0,0.0
2022-03-11 05:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-13 06:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 08:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-12 08:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 19:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-11 23:00:00,20557.0,60.0,100.0,1.0,0.0
2022-03-11 19:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-13 08:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-11 00:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 12:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-11 03:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-11 13:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-12 08:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-11 01:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-11 07:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-13 11:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-13 14:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 21:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-13 13:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-13 05:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-12 18:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-11 06:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-12 04:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 07:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-11 04:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-11 22:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 09:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 09:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-13 03:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-11 11:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-12 19:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-13 08:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-11 20:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-11 20:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-11 18:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-11 04:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-11 13:00:00,20551.0,60.0,100.0,0.0,0.0
2022-03-11 16:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 19:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 10:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-11 13:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 03:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-11 03:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-11 23:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-11 09:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-12 17:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-12 07:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-11 10:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-12 08:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-12 00:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-13 04:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-11 17:00:00,20551.0,60.0,100.0,2.0,0.0
2022-03-12 13:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20553.0,60.0,100.0,0.0,0.0
2022-03-12 00:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-13 03:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-12 23:00:00,20549.0,60.0,100.0,0.0,0.0
2022-03-12 14:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-11 03:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-11 09:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-13 06:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-12 03:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-13 11:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-13 10:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-11 02:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-13 06:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-11 14:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-11 07:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-13 10:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-12 19:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-11 01:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-13 07:00:00,20545.0,60.0,100.0,0.0,0.0
2022-03-11 17:00:00,20557.0,60.0,100.0,2.0,0.0
2022-03-12 19:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-11 05:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-13 12:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-13 09:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-11 01:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-12 14:00:00,20548.0,60.0,100.0,0.0,0.0
2022-03-13 13:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-12 10:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-12 20:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 11:00:00,20558.0,60.0,100.0,0.0,0.0
2022-03-11 05:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-11 22:00:00,20556.0,60.0,100.0,0.0,0.0
2022-03-11 23:00:00,20552.0,60.0,100.0,0.0,0.0
2022-03-12 13:00:00,20550.0,60.0,100.0,0.0,0.0
2022-03-12 07:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-12 07:00:00,20543.0,60.0,100.0,0.0,0.0
2022-03-12 01:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-11 04:00:00,20554.0,60.0,100.0,0.0,0.0
2022-03-13 03:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-11 01:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-11 18:00:00,20544.0,60.0,100.0,0.0,0.0
2022-03-12 16:00:00,20559.0,60.0,100.0,0.0,0.0
2022-03-13 00:00:00,20542.0,60.0,100.0,0.0,0.0
2022-03-13 01:00:00,20560.0,60.0,100.0,0.0,0.0
2022-03-12 00:00:00,20546.0,60.0,100.0,0.0,0.0
2022-03-11 04:00:00,20547.0,60.0,100.0,0.0,0.0
2022-03-11 20:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-11 21:00:00,20543.0,60.0,100.0,1.0,0.0
2022-03-11 16:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-13 05:00:00,20555.0,60.0,100.0,0.0,0.0
2022-03-12 16:00:00,20557.0,60.0,100.0,0.0,0.0
2022-03-12 20:00:00,20542.0,60.0,100.0,0.0,0.0
