begintime,sk_object,duration,integrity,1593835652,1593835653,1593835654,1593835655,1593835656,1593835657,1593835658,1593835659,1593835660,1593835661,1593835662,1593835663,1593835664,1593835665,1593835666,1593835667,1593835668,1593835669,1593835670,1593835671,1593835675,1593835676,1593835767,1593835870,1593835871,1593835872,1593835873,1593835874,1593835875,1593835876,1593835877,1593835878,1593835879,1593835880,1593835881,1593835882,1593835883,1593835884,1593835885,1593835886,1593835887,1593835888,1593835889,1593835895,1593835896,1593835897
2022-02-19 13:00:00,883325.0,3600.0,100.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 14:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 14:00:00,883507.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 14:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 15:00:00,883571.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 15:00:00,883660.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 15:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 15:00:00,884098.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 16:00:00,883209.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 16:00:00,883507.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 16:00:00,883546.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 16:00:00,883910.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 16:00:00,884045.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 16:00:00,884126.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 17:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 17:00:00,883359.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 17:00:00,883444.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 17:00:00,884098.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 18:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 18:00:00,883182.0,3600.0,100.0,0.0,0.0,0.0,40.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 18:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 18:00:00,883910.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 19:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 19:00:00,883571.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 19:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 19:00:00,884056.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 20:00:00,883660.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 20:00:00,883752.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 20:00:00,883990.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 20:00:00,884126.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 21:00:00,884126.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 22:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 23:00:00,883406.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 23:00:00,883507.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 00:00:00,883116.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 00:00:00,884126.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 02:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 02:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 02:00:00,884098.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 03:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 04:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 04:00:00,883752.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3595.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 04:00:00,883785.0,3600.0,100.0,0.0,0.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 04:00:00,884126.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 05:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 05:00:00,883674.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 06:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 06:00:00,883182.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 06:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 07:00:00,883406.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 07:00:00,883507.0,3600.0,100.0,0.0,0.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 08:00:00,884126.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 09:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 09:00:00,883597.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 09:00:00,883670.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 09:00:00,883990.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 10:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 10:00:00,883239.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 10:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 11:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 11:00:00,883116.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 11:00:00,883507.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 11:00:00,884126.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 12:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 12:00:00,884126.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 13:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 13:00:00,883444.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 13:00:00,883507.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 13:00:00,883597.0,3600.0,100.0,0.0,0.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 13:00:00,883914.0,3600.0,100.0,0.0,0.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 14:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 14:00:00,883406.0,3600.0,100.0,0.0,0.0,0.0,40.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 14:00:00,883507.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 14:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 15:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 15:00:00,883785.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 15:00:00,884045.0,3600.0,100.0,0.0,0.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 15:00:00,884126.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 16:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 16:00:00,883546.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 16:00:00,883773.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 17:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 17:00:00,883182.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 17:00:00,883571.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 17:00:00,883660.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 17:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 18:00:00,883370.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3595.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 18:00:00,883546.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 18:00:00,883660.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 18:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 19:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 19:00:00,883359.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 20:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 20:00:00,883182.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 20:00:00,883571.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 20:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 20:00:00,884126.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 21:00:00,883571.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 21:00:00,883863.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 22:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 22:00:00,883116.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 22:00:00,883752.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 22:00:00,884126.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 23:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 23:00:00,884126.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 00:00:00,883660.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 00:00:00,884139.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 01:00:00,883571.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 01:00:00,884139.0,3600.0,100.0,0.0,0.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 02:00:00,883447.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 02:00:00,884056.0,3600.0,100.0,0.0,0.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 02:00:00,884139.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 03:00:00,883219.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 03:00:00,883773.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 03:00:00,884139.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 04:00:00,884139.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 05:00:00,883182.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 05:00:00,883305.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 05:00:00,884017.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 05:00:00,884139.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 06:00:00,883571.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 06:00:00,884139.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 07:00:00,883507.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 07:00:00,883546.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 07:00:00,884056.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 07:00:00,884139.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 08:00:00,883359.0,3600.0,100.0,0.0,0.0,0.0,30.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 08:00:00,883773.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 08:00:00,883785.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 08:00:00,883910.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 08:00:00,884139.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 09:00:00,883447.0,3600.0,100.0,0.0,0.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 09:00:00,883546.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 10:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 10:00:00,883546.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 11:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 11:00:00,883333.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 11:00:00,883447.0,3600.0,100.0,0.0,0.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 11:00:00,883670.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 12:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 12:00:00,883182.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 12:00:00,883447.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 12:00:00,883571.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 13:00:00,883102.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 13:00:00,883571.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 14:00:00,883910.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 14:00:00,884139.0,3600.0,100.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 15:00:00,883219.0,3600.0,100.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 16:00:00,883447.0,3600.0,100.0,0.0,0.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,
