begintime,sk_object,duration,M8074C0,M8074C1,M8074C2,M8074C3
2022-03-11 05:00:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:15:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:30:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 05:45:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:15:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:30:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 06:45:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:15:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:30:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 07:45:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:00:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:15:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:30:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 08:45:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:15:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:30:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22707.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22708.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22709.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22710.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22711.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22712.0,15,0.0,0.0,0.0,0.0
2022-03-11 09:45:00,22713.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22695.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22696.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22697.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22698.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22699.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22700.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22701.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22702.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22703.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22704.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22705.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22706.0,15,0.0,0.0,0.0,0.0
2022-03-11 10:00:00,22707.0,15,0.0,0.0,0.0,0.0
